maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio
86400,2,25.0846,24.9369,24.7595,25.0328,25.0846,24.9369,24.7595,25.0328,13.918389,10776,10776,13581,6820,6820,800,1100,7011840000,21.023,25.53,25.06122,24.394144,1.355,0.054017205,USD,NYQ,EQUITY,CMSA,CMSA,CMS Energy Corporation 5.625% J,CMS Energy Corporation 5.6% JRSUB NT 78,1520947800,America/New_York,EDT,b2e85d98-2c9a-3228-a189-fbdbac6bac58,finmb_257682,-14400000,
