Date,Ticker,Weighted compound sentiment score
2011-05-02,AMZN,-0.0219
2011-05-12,AMZN,-0.0516
2011-05-23,AMZN,0.3612
2011-06-20,AMZN,0.4939
2011-06-27,AMZN,0.8318307413625519
2011-07-13,AMZN,0.8225
2011-07-20,AMZN,0.4215
2011-07-25,AMZN,-0.3818
2011-07-26,AMZN,0.4857960338573157
2011-07-27,AMZN,0.5647388435061954
2011-08-01,AMZN,0.3875
2011-08-23,AMZN,0.024
2011-08-31,AMZN,0.4215
2011-09-15,AMZN,0.8658000000000001
2011-09-27,AMZN,0.5423
2011-09-28,AMZN,0.6780795144909586
2011-10-19,AMZN,0.4765
2011-10-25,AMZN,0.7468294935037866
2011-10-26,AMZN,-0.3347
2011-11-03,AMZN,0.3061
2011-11-14,AMZN,0.8225
2011-11-18,AMZN,-0.9199
2011-11-28,AMZN,0.7496
2011-12-01,AMZN,0.4404
2011-12-12,AMZN,-0.34
2011-12-21,AMZN,0.0
2011-12-29,AMZN,0.9129000000000002
2012-01-17,AMZN,0.9485
2012-01-18,AMZN,0.2006
2012-01-31,AMZN,0.16953754861967552
2012-02-01,AMZN,-0.6244364288041707
2012-02-14,AMZN,0.296
2012-03-20,AMZN,0.8106
2012-03-29,AMZN,0.4118
2012-04-02,AMZN,0.4854
2012-04-04,AMZN,-0.7351000000000001
2012-04-10,AMZN,0.8591
2012-04-26,AMZN,0.7069109815911842
2012-04-27,AMZN,0.22709999999999997
2012-05-02,AMZN,0.7844999999999999
2012-05-15,AMZN,0.6705
2012-05-29,AMZN,0.743
2012-06-13,AMZN,-0.03429999999999999
2012-07-25,AMZN,0.7884474000358616
2012-07-26,AMZN,0.4481340764575194
2012-07-27,AMZN,0.24810000000000004
2012-08-24,AMZN,0.8442
2012-10-18,AMZN,-0.5267
2012-10-24,AMZN,0.2651
2012-10-25,AMZN,0.6171647144152312
2012-10-26,AMZN,0.0433
2012-11-02,AMZN,0.7095
2012-11-07,AMZN,0.3193
2012-11-26,AMZN,0.736
2012-11-28,AMZN,0.39390000000000003
2013-01-07,AMZN,0.6706
2013-01-25,AMZN,0.8919
2013-01-29,AMZN,0.677458509155126
2013-01-30,AMZN,0.836
2013-02-13,AMZN,0.6389889357599133
2013-02-14,AMZN,0.7188000000000001
2013-03-12,AMZN,0.7008
2013-04-18,AMZN,-0.1121
2013-04-25,AMZN,0.41216425784072847
2013-04-26,AMZN,0.8757
