address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
One Coca-Cola Plaza,Atlanta,GA,30313,United States,404 676 2121,https://www.coca-colacompany.com,Beverages - Non-Alcoholic,beverages-non-alcoholic,Beverages - Non - Alcoholic,Consumer Defensive,consumer-defensive,Consumer Defensive,"The Coca-Cola Company, a beverage company, manufactures, markets, and sells various nonalcoholic beverages worldwide. The company provides sparkling soft drinks, sparkling flavors; water, sports, coffee, and tea; juice, value-added dairy, and plant-based beverages; and other beverages. It also offers beverage concentrates and syrups, as well as fountain syrups to fountain retailers, such as restaurants and convenience stores. The company sells its products under the Coca-Cola, Diet Coke/Coca-Cola Light, Coca-Cola Zero Sugar, caffeine free Diet Coke, Cherry Coke, Fanta Orange, Fanta Zero Orange, Fanta Zero Sugar, Fanta Apple, Sprite, Sprite Zero Sugar, Simply Orange, Simply Apple, Simply Grapefruit, Fresca, Schweppes, Thums Up, Aquarius, Ayataka, BODYARMOR, Ciel, Costa, Dasani, dogadan, FUZE TEA, Georgia, glacéau smartwater, glacéau vitaminwater, Gold Peak, Ice Dew, I LOHAS, Powerade, Topo Chico, AdeS, Del Valle, fairlife, innocent, Minute Maid, and Minute Maid Pulpy brands. It operates through a network of independent bottling partners, distributors, wholesalers, and retailers, as well as through bottling and distribution operators. The company was founded in 1886 and is headquartered in Atlanta, Georgia.",79100,"[{'maxAge': 1, 'name': 'Mr. James Robert B. Quincey', 'age': 58, 'title': 'Chairman & CEO', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 8305056, 'exercisedValue': 8093571, 'unexercisedValue': 28561432}, {'maxAge': 1, 'name': 'Mr. John  Murphy', 'age': 61, 'title': 'President & CFO', 'yearBorn': 1962, 'fiscalYear': 2023, 'totalPay': 4366140, 'exercisedValue': 3890558, 'unexercisedValue': 8965029}, {'maxAge': 1, 'name': 'Mr. Manuel Arroyo Prieto', 'age': 56, 'title': 'Executive VP & Global chief Marketing Officer', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 2930594, 'exercisedValue': 0, 'unexercisedValue': 3166390}, {'maxAge': 1, 'name': 'Mr. Henrique  Braun', 'age': 55, 'title': 'Executive VP & President of International Development', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 3608946, 'exercisedValue': 1041552, 'unexercisedValue': 4121619}, {'maxAge': 1, 'name': 'Ms. Jennifer Kay Mann', 'age': 51, 'title': 'Executive VP & President of North America Operating Unit', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 2094554, 'exercisedValue': 0, 'unexercisedValue': 3378083}, {'maxAge': 1, 'name': 'Ms. Erin  May', 'age': 44, 'title': 'Senior VP, Chief Accounting Officer & Controller', 'yearBorn': 1979, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Stacy Lynn  Apter', 'age': 57, 'title': 'Senior VP, Treasurer & Head of Corporate Finance', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nancy W. Quan', 'age': 57, 'title': 'Executive VP and Global Chief Technical & Innovation Officer', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Neeraj  Tolmare', 'age': 49, 'title': 'Senior VP & Chief Information Officer', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Robin  Halpern', 'title': 'VP & Head of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,7,1,4,2,1727740800,1703980800,http://www.coca-colacompany.com/investors/,86400,2,69.45,66.99,66.59,68.7,69.45,66.99,66.59,68.7,1.94,0.0279,1732838400,0.7683,3.02,0.608,28.219917,22.445545,24621318,24621318,14067587,12836960,12836960,1000,1200,293123129344,55.1,73.53,6.3084717,70.6606,64.1788,USD,326941343744,0.22916001,3876640204,4310000128,33950953,39141866,1724976000,1727654400,0.007900001,0.09946,0.63893,2.19,0.007900001,4309870080,6.022,11.293591,1703980800,1735603200,1719532800,-0.053,10648000512,2.41,3.03,3.96,2:1,1344816000,7.036,21.932,0.21925426,0.40128052,0.485,1726185600,NYQ,EQUITY,KO,KO,Coca-Cola Company (The),The Coca-Cola Company,-252322200,America/New_York,EDT,5fed318f-9c85-3ad1-b311-20392472c25a,finmb_26642,-14400000,68.01,85.0,65.0,74.51,74.5,2.2,buy,24,19000000512,4.408,14906999808,45063000064,0.805,1.08,46464999424,164.398,10.768,0.086490005,0.38772,11708250112,11082999808,-0.05,0.033,0.60534,0.32082,0.32452,USD,2.7965
