Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-01-03 00:00:00-05:00,9.81045713574373,9.949642435591537,9.786356032381939,9.928854942321777,445138400,0.0,0.0
2011-01-04 00:00:00-05:00,10.015312378798212,10.01712002077616,9.886068793016687,9.980667114257812,309080800,0.0,0.0
2011-01-05 00:00:00-05:00,9.92824987170267,10.072556388059322,9.92674310061133,10.062313079833984,255519600,0.0,0.0
2011-01-06 00:00:00-05:00,10.084003129658274,10.099970234673103,10.029172921249586,10.054178237915039,300428800,0.0,0.0
2011-01-07 00:00:00-05:00,10.062010552771763,10.133109542169679,9.999045551626871,10.126180648803711,311931200,0.0,0.0
2011-01-10 00:00:00-05:00,10.20782723775515,10.340384501885941,10.1578173921181,10.316885948181152,448560000,0.0,0.0
2011-01-11 00:00:00-05:00,10.390089777938634,10.392499163007034,10.22710433057362,10.292479515075684,444108000,0.0,0.0
2011-01-12 00:00:00-05:00,10.34098513041239,10.376533823194832,10.303326314722247,10.376232147216797,302590400,0.0,0.0
2011-01-13 00:00:00-05:00,10.398524864490588,10.44311256744203,10.359059216653115,10.414190292358398,296780400,0.0,0.0
2011-01-14 00:00:00-05:00,10.420520607178707,10.49854850769043,10.376837114290694,10.49854850769043,308840000,0.0,0.0
2011-01-18 00:00:00-05:00,9.927343362979743,10.386474026703134,9.821297433289118,10.262653350830078,1880998000,0.0,0.0
2011-01-19 00:00:00-05:00,10.494629751219616,10.50216199692329,10.149078024256466,10.208126068115234,1135612800,0.0,0.0
2011-01-20 00:00:00-05:00,10.135519690396048,10.191856669431191,9.945420397322794,10.022544860839844,764789200,0.0,0.0
2011-01-21 00:00:00-05:00,10.055385592045178,10.088826583106808,9.840280916036717,9.842992782592773,754401200,0.0,0.0
2011-01-24 00:00:00-05:00,9.84751170092565,10.166252136230469,9.842992191759995,10.166252136230469,574683200,0.0,0.0
2011-01-25 00:00:00-05:00,10.132510228458235,10.286457517077029,10.079486845184631,10.28525161743164,546868000,0.0,0.0
2011-01-26 00:00:00-05:00,10.332248278952239,10.41178294203757,10.288263919271557,10.359061241149902,506875600,0.0,0.0
2011-01-27 00:00:00-05:00,10.356951100736119,10.384366608273558,10.328331302732893,10.339778900146484,285026000,0.0,0.0
2011-01-28 00:00:00-05:00,10.368701410639448,10.37563030443635,10.048153390969302,10.125577926635742,592057200,0.0,0.0
2011-01-31 00:00:00-05:00,10.116541630547632,10.24427929714892,10.071352173445298,10.222587585449219,377246800,0.0,0.0
2011-02-01 00:00:00-05:00,10.282238112624078,10.413288572872096,10.272597352689564,10.394610404968262,426633200,0.0,0.0
2011-02-02 00:00:00-05:00,10.377134542607768,10.401234827027151,10.350019912580555,10.373217582702637,258955200,0.0,0.0
2011-02-03 00:00:00-05:00,10.357555107347064,10.370811153499933,10.199389994953385,10.346709251403809,393797600,0.0,0.0
2011-02-04 00:00:00-05:00,10.35273728157997,10.444925470907368,10.348821123757675,10.438899993896484,321840400,0.0,0.0
2011-02-07 00:00:00-05:00,10.480769804467416,10.642248472829689,10.473238364784624,10.60097599029541,485021600,0.0,0.0
2011-02-08 00:00:00-05:00,10.655209153695967,10.710641929937452,10.60911546402731,10.701001167297363,381040800,0.0,0.0
2011-02-09 00:00:00-05:00,10.700698184823949,10.815481481190973,10.691058228555,10.79017448425293,482745200,0.0,0.0
2011-02-10 00:00:00-05:00,10.76697696391748,10.845607402794435,10.484086137040167,10.68111515045166,928550000,0.0,0.0
2011-02-11 00:00:00-05:00,10.687442698062283,10.779328381098232,10.650988974591659,10.75070858001709,367572800,0.0,0.0
2011-02-14 00:00:00-05:00,10.748901356331295,10.82994118694383,10.74649116610809,10.820903778076172,310416400,0.0,0.0
2011-02-15 00:00:00-05:00,10.82120220820949,10.844701557583981,10.771794928719444,10.842592239379883,284174800,0.0,0.0
2011-02-16 00:00:00-05:00,10.869707829402795,10.99322765707315,10.860670421110283,10.93990421295166,481157600,0.0,0.0
2011-02-17 00:00:00-05:00,10.76275909461891,10.853741354904974,10.740765708345647,10.794391632080078,530583200,0.0,0.0
2011-02-18 00:00:00-05:00,10.806743666791094,10.830543891587949,10.529879114969708,10.561211585998535,816057200,0.0,0.0
2011-02-22 00:00:00-05:00,10.307845163789157,10.40575712059915,10.174384513696138,10.201196670532227,872555600,0.0,0.0
2011-02-23 00:00:00-05:00,10.20601486763935,10.382857276691862,10.201193684618985,10.322002410888672,671854400,0.0,0.0
2011-02-24 00:00:00-05:00,10.364181092792352,10.398223813463773,10.193965076027819,10.329835891723633,499900800,0.0,0.0
2011-02-25 00:00:00-05:00,10.401540029918031,10.49704180355761,10.38768224100758,10.488907814025879,380018800,0.0,0.0
2011-02-28 00:00:00-05:00,10.581696803383549,10.6964792838187,10.57808151846772,10.641046524047852,403074000,0.0,0.0
2011-03-01 00:00:00-05:00,10.709133510567597,10.716664952420675,10.474446477844202,10.523552894592285,456136800,0.0,0.0
2011-03-02 00:00:00-05:00,10.543134185456063,10.675390538176227,10.496136287728149,10.608207702636719,602590800,0.0,0.0
