address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
1 Neumann Way,Evendale,OH,45215,United States,617-443-3000,https://www.geaerospace.com,Aerospace & Defense,aerospace-defense,Aerospace & Defense,Industrials,industrials,Industrials,"General Electric Company, doing business as GE Aerospace, designs and produces commercial and defense aircraft engines, integrated engine components, electric power, and mechanical aircraft systems. It also offers aftermarket services to support its products. The company operates in the United States, Europe, China, Asia, the Americas, the Middle East, and Africa. General Electric Company was incorporated in 1892 and is based in Evendale, Ohio.",125000,"[{'maxAge': 1, 'name': 'Mr. H. Lawrence Culp Jr.', 'age': 60, 'title': 'Chairman & CEO', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 8696020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rahul  Ghai', 'age': 51, 'title': 'Senior VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 2377326, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Russell T. Stokes', 'age': 52, 'title': 'President and CEO of Commercial Engines and Services', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 3601832, 'exercisedValue': 0, 'unexercisedValue': 7814972}, {'maxAge': 1, 'name': 'Mr. Robert M. Giglietti', 'age': 52, 'title': 'Chief Accounting Officer, Controller & Treasurer', 'yearBorn': 1971, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Burns', 'title': 'Chief Information Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John R. Phillips', 'title': 'Senior VP, General Counsel & Secretary', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James C. Katzman', 'age': 56, 'title': 'Senior Vice President of Corporate Development', 'yearBorn': 1967, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian E. Meisner', 'title': 'Chief Human Resources Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christoph A. Pereira', 'age': 50, 'title': 'Chief Executive Officer of Aerospace Carbon Solutions (ACS) & Sustainability', 'yearBorn': 1973, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ramesh  Singaram', 'title': ""President & CEO of GE Gas Power's APAC"", 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,6,2,2,4,1727740800,1703980800,http://www.ge.com/investor-relations,86400,2,176.66,179.7,179.685,184.98,176.66,179.7,179.685,184.98,1.12,0.0062,1727308800,0.1815,0.38,35.836292,34.673668,9732908,9732908,4703757,5101440,5101440,800,800,196641275904,84.381485,194.8,3.1763468,179.3786,153.93681,0.08,0.00045284725,USD,200835989504,0.10094,1078051412,1082290048,10197310,13471486,1724976000,1727654400,0.0094,0.00156,0.79738,2.03,0.0095,1082290048,17.439,10.418603,1703980800,1735603200,1727654400,4.322,5645000192,5.07,5.24,1.45,1253:1000,1712016000,3.244,25.981,1.0924408,0.40128052,0.28,1727308800,NYQ,EQUITY,GE,GE,GE Aerospace,GE Aerospace,-252322200,America/New_York,EDT,f8037296-28ad-3419-9f22-4c2a225038e9,finmb_177031,-14400000,181.69,235.0,180.0,208.78,210.0,1.7,buy,15,15955999744,14.743,7729999872,19921000448,0.815,1.134,61908000768,104.282,56.871,0.02589,0.23149,4771125248,6543000064,6.197,-0.433,0.24066,0.12486,0.12609,USD,1.9183
