Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-08-06 00:00:00-04:00,1.175961577577174,1.2051824475594182,1.1089674148006181,1.1531550884246826,241978000,0.0,0.0
2009-08-07 00:00:00-04:00,1.1510169944470685,1.1944919320148784,1.1424645713900563,1.1709727048873901,24543000,0.0,0.0
2009-08-10 00:00:00-04:00,1.185227563041025,1.185227563041025,1.1125317061132987,1.1381890773773193,24210000,0.0,0.0
2009-08-11 00:00:00-04:00,1.1389008167769767,1.14032620616188,1.104690961773774,1.116806983947754,23054000,0.0,0.0
2009-08-12 00:00:00-04:00,1.151016930194402,1.1545804466826441,1.116094417633067,1.1403263807296753,14513000,0.0,0.0
2009-08-13 00:00:00-04:00,1.1403266835849075,1.1916414026128341,1.1403266835849075,1.179525375366211,11506000,0.0,0.0
2009-08-14 00:00:00-04:00,1.1759616267718123,1.2115968790745586,1.1581440431009096,1.1830886602401733,6378000,0.0,0.0
2009-08-17 00:00:00-04:00,1.1595697346647138,1.1666967699884039,1.1545808269303233,1.1560062170028687,2544000,0.0,0.0
2009-08-18 00:00:00-04:00,1.1745364381287993,1.2258511558538632,1.165271276041721,1.2165859937667847,14467000,0.0,0.0
2009-08-19 00:00:00-04:00,1.2001938023966832,1.278591269282844,1.1973429375319207,1.2750277519226074,20708000,0.0,0.0
2009-08-20 00:00:00-04:00,1.279304019750981,1.279304019750981,1.2322655530091389,1.2657626867294312,18821000,0.0,0.0
2009-08-21 00:00:00-04:00,1.2679005625497388,1.2807292404740014,1.2529337574779416,1.2700386047363281,8636000,0.0,0.0
2009-08-24 00:00:00-04:00,1.2486581853183825,1.2721774268678132,1.232978719272426,1.2472327947616577,10216000,0.0,0.0
2009-08-25 00:00:00-04:00,1.2579223211110195,1.275739900879548,1.250795289203608,1.2721763849258423,5308000,0.0,0.0
2009-08-26 00:00:00-04:00,1.2607731848505372,1.2721763849258423,1.2222871615739626,1.2721763849258423,7086000,0.0,0.0
2009-08-27 00:00:00-04:00,1.272176911812708,1.2978342712900515,1.2507958072352405,1.2942707538604736,11611000,0.0,0.0
2009-08-28 00:00:00-04:00,1.2899945480076829,1.3541379491398484,1.282867512877549,1.3163646459579468,12950000,0.0,0.0
2009-08-31 00:00:00-04:00,1.3078123167086135,1.3113758345350282,1.2693262732067572,1.2971217632293701,10048000,0.0,0.0
2009-09-01 00:00:00-04:00,1.3006845975164099,1.3142259241561227,1.20732036058403,1.2721763849258423,13835000,0.0,0.0
2009-09-02 00:00:00-04:00,1.2657627905014566,1.3006853171458936,1.245807073127631,1.2600611448287964,12934000,0.0,0.0
2009-09-03 00:00:00-04:00,1.2807295672932077,1.2807295672932077,1.2115972533269512,1.2436689138412476,36577000,0.0,0.0
2009-09-04 00:00:00-04:00,1.2650499492184182,1.2828675373841216,1.2465196235417018,1.2657626867294312,11586000,0.0,0.0
2009-09-08 00:00:00-04:00,1.2657624269425758,1.2778783674163692,1.243668588167289,1.2614861726760864,5749000,0.0,0.0
2009-09-09 00:00:00-04:00,1.272177013821324,1.272177013821324,1.227276673616149,1.2301274538040161,5512000,0.0,0.0
2009-09-10 00:00:00-04:00,1.2123097434292152,1.244381484605843,1.2080335735770322,1.215160608291626,4152000,0.0,0.0
2009-09-11 00:00:00-04:00,1.211597283131102,1.2351165184123303,1.1788128842589694,1.2030447721481323,6203000,0.0,0.0
2009-09-14 00:00:00-04:00,1.1859400077092948,1.2044703362599352,1.1624207706907048,1.186652660369873,16145000,0.0,0.0
2009-09-15 00:00:00-04:00,1.2294150591779203,1.2365420961038573,1.1852273622683238,1.2244261503219604,19869000,0.0,0.0
2009-09-16 00:00:00-04:00,1.24010541683038,1.265050042093707,1.2194369620641854,1.2529340982437134,20211000,0.0,0.0
2009-09-17 00:00:00-04:00,1.2586358673934006,1.2757407209825817,1.1781002531146605,1.1859400272369385,14464000,0.0,0.0
2009-09-18 00:00:00-04:00,1.1809510892021058,1.2130228398701293,1.1531556795737277,1.154581069946289,8999000,0.0,0.0
2009-09-21 00:00:00-04:00,1.160282418528173,1.1852270410076098,1.131061541067878,1.1838016510009766,5530000,0.0,0.0
2009-09-22 00:00:00-04:00,1.208746132208584,1.2379670062536985,1.1987683183673468,1.2294145822525024,11141000,0.0,0.0
2009-09-23 00:00:00-04:00,1.2557846105281036,1.2679006367529018,1.2329781178618693,1.240105152130127,5303000,0.0,0.0
2009-09-24 00:00:00-04:00,1.2351163606630173,1.272176925332283,1.1937794560874728,1.2465195655822754,7788000,0.0,0.0
2009-09-25 00:00:00-04:00,1.2458072561715217,1.2458072561715217,1.2187244989678996,1.220862627029419,4685000,0.0,0.0
2009-09-28 00:00:00-04:00,1.2344035379396787,1.2721768374782678,1.213735087079229,1.2579227685928345,2336000,0.0,0.0
2009-09-29 00:00:00-04:00,1.2507958740320084,1.2714643272039003,1.2080336625934256,1.2137352228164673,3567000,0.0,0.0
2009-09-30 00:00:00-04:00,1.2115970864771133,1.2351163179409417,1.20874622162519,1.2165859937667847,5126000,0.0,0.0
2009-10-01 00:00:00-04:00,1.2115972264631645,1.2180115244394178,1.1552935949431957,1.162420630455017,6605000,0.0,0.0
2009-10-02 00:00:00-04:00,1.154580205172573,1.1659834895340329,1.1331991107155241,1.146740436553955,6296000,0.0,0.0
2009-10-05 00:00:00-04:00,1.147453848043939,1.1781001184353304,1.1403268123697068,1.1752493381500244,1889000,0.0,0.0
2009-10-06 00:00:00-04:00,1.1930667761062983,1.2258511700365085,1.171685671793802,1.1738237142562866,4694000,0.0,0.0
2009-10-07 00:00:00-04:00,1.180950599374849,1.1838014638984888,1.1346248792349223,1.1495916843414307,2917000,0.0,0.0
2009-10-08 00:00:00-04:00,1.1481662866270066,1.1531552786378398,1.1360503452313069,1.141039252281189,5573000,0.0,0.0
