address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
2000 Purchase Street,Purchase,NY,10577,United States,914 249 2000,https://www.mastercard.com,Credit Services,credit-services,Credit Services,Financial Services,financial-services,Financial Services,"Mastercard Incorporated, a technology company, provides transaction processing and other payment-related products and services in the United States and internationally. The company offers integrated products and value-added services for account holders, merchants, financial institutions, digital partners, businesses, governments, and other organizations, such as programs that enable issuers to provide consumers with credits to defer payments; payment products and solutions that allow its customers to access funds in deposit and other accounts; prepaid programs services; and commercial credit, debit, and prepaid payment products and solutions. It also provides solutions that enable businesses or governments to make payments to businesses, including Virtual Card Number, which is generated dynamically from a physical card and leverages the credit limit of the funding account; a platform to optimize supplier payment enablement campaigns for financial institutions; and treasury intelligence platform that offers corporations with recommendations to enhance working capital performance and accelerate spend on cards. In addition, the company offers Mastercard Send, which partners with digital messaging and payment platforms to enable consumers to send money directly within applications to other consumers; and Mastercard Cross-Border Services enables a range of payment flows through a distribution network with a single point of access to send and receive money globally through various channels, including bank accounts, mobile wallets, cards, and cash payouts. Further, it provides cyber and intelligence solutions; insights and analytics, consulting, marketing, loyalty, processing, and payment gateway solutions for e-commerce merchants; and open banking and digital identity services. The company offers payment solutions and services under the MasterCard, Maestro, and Cirrus name. Mastercard Incorporated was founded in 1966 and is headquartered in Purchase, New York.",33400,"[{'maxAge': 1, 'name': 'Mr. Michael  Miebach', 'age': 55, 'title': 'CEO, President & Director', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 5611593, 'exercisedValue': 4503784, 'unexercisedValue': 23179328}, {'maxAge': 1, 'name': 'Mr. Sachin  Mehra', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 2657870, 'exercisedValue': 5105860, 'unexercisedValue': 9861247}, {'maxAge': 1, 'name': 'Mr. Edward Grunde McLaughlin', 'age': 57, 'title': 'President of Mastercard Technology & CTO', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 1724467, 'exercisedValue': 5717820, 'unexercisedValue': 18832056}, {'maxAge': 1, 'name': 'Mr. Timothy Henry Murphy', 'age': 55, 'title': 'Chief Administrative Officer', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 2189490, 'exercisedValue': 7120922, 'unexercisedValue': 1726471}, {'maxAge': 1, 'name': 'Mr. Craig E. Vosburg', 'age': 56, 'title': 'Chief Services Officer', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 2161995, 'exercisedValue': 5645551, 'unexercisedValue': 32831188}, {'maxAge': 1, 'name': 'Mr. Devin  Corr', 'title': 'Executive Vice President of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Tiffany M. Hall', 'age': 44, 'title': 'General Counsel', 'yearBorn': 1979, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Raja  Rajamannar', 'age': 61, 'title': 'Chief Marketing & Communications Officer', 'yearBorn': 1962, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ruosi  Wang', 'title': 'Executive Vice President of Strategy, Corporate Development and M&A', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Fraccaro', 'age': 57, 'title': 'Chief People Officer', 'yearBorn': 1966, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1,3,3,3,1,1727740800,1703980800,86400,2,513.02,512.66,512.04,514.7199,513.02,512.66,512.04,514.7199,2.64,0.0050999997,1728432000,0.1881,0.52,1.103,39.216026,30.817635,1230318,1230318,2304104,2204550,2204550,1000,1000,474601750528,359.77,518.82,17.984152,489.7826,464.0956,2.55,0.0049705664,USD,482909749248,0.46449003,915465043,916710976,5528929,5913355,1724976000,1727654400,0.006,0.10601,0.79513,2.15,0.0068,7723880,8.018,64.07209,1703980800,1735603200,1719705600,0.145,12257999872,13.1,16.67,2.17,10:1,1390348800,18.299,29.728,0.40906227,0.40128052,0.66,1728432000,NYQ,EQUITY,MA,MA,Mastercard Incorporated,Mastercard Incorporated,1148563800,America/New_York,EDT,2a603965-5313-3f5d-ab1e-43523b62c374,finmb_6477196,-14400000,513.73,593.0,453.34,530.07,531.0,1.9,buy,38,7358000128,7.965,16243999744,15605000192,0.741,1.14,26389999616,208.567,28.225,0.23647,1.8770399,12009624576,12172999680,0.167,0.11,1.0,0.61554,0.59388,USD,1.8632
