Date,Ticker,weighted positive sentiment score,weighted negative sentiment score,weighted neutral sentiment score,weighted compound sentiment score
2000-03-01,NVDA,0.681,0.0,0.319,0.7506
2000-04-19,NVDA,0.243,0.272,0.485,-0.0772
2000-07-24,NVDA,0.184,0.202,0.614,-0.0516
2000-12-12,NVDA,0.0,0.359,0.641,-0.4215
2000-12-19,NVDA,0.39,0.0,0.61,0.4939
2001-05-02,NVDA,0.464,0.0,0.536,0.3818
2001-05-10,NVDA,0.0,0.455,0.8394983818770227,-0.6124
2001-07-19,NVDA,0.176,0.137,0.686,0.10269999999999999
2001-08-06,NVDA,0.0,0.405,0.595,-0.5267
2001-10-18,NVDA,0.0,0.21899999999999997,0.7810000000000001,-0.10269999999999999
2001-11-05,NVDA,0.552,0.0,0.44800000000000006,0.5719
2002-01-23,NVDA,0.0,0.359,0.641,-0.4215
2002-01-30,NVDA,0.333,0.0,0.667,0.25
2002-02-08,NVDA,0.0,0.524,0.476,-0.296
2002-03-18,NVDA,0.0,0.375,0.625,-0.5574
2002-05-08,NVDA,0.481,0.0,0.519,0.5719
2002-07-31,NVDA,0.0,0.558,0.442,-0.743
2002-08-30,NVDA,0.432,0.0,0.568,0.5859
2003-03-19,NVDA,0.351,0.0,0.649,0.4019
2003-04-24,NVDA,0.0,0.333,0.667,-0.128
2003-04-28,NVDA,0.0,0.7729999999999999,0.227,-0.5267
2003-10-14,NVDA,0.432,0.0,0.568,0.5859
2003-10-23,NVDA,0.40599999999999997,0.0,0.594,0.6249
2003-11-06,NVDA,0.0,0.348,0.652,-0.1531
2003-11-13,NVDA,0.0,0.49429802699896164,0.5303847637415622,-0.5376155239579276
2003-12-08,NVDA,0.182,0.0,0.818,0.25
2003-12-19,NVDA,0.472,0.0,0.528,0.6666
2004-03-04,NVDA,0.293,0.0,0.707,0.4404
2004-04-30,NVDA,0.444,0.0,0.556,0.34
2004-05-06,NVDA,0.0,0.5,0.5,-0.25
2004-05-28,NVDA,0.394,0.0,0.606,0.3818
2004-06-17,NVDA,0.286,0.0,0.714,0.34
2004-06-28,NVDA,0.0,0.623,0.377,-0.765
2005-02-24,NVDA,0.0,0.296,0.704,-0.2732
2005-03-17,NVDA,0.437,0.0,0.563,0.4767
2005-05-05,NVDA,0.0,0.494,0.506,-0.5994
2005-06-15,NVDA,0.0,0.265,0.735,-0.2023
2006-01-03,NVDA,0.457,0.0,0.543,0.4939
2006-01-06,NVDA,0.259,0.0,0.7410000000000001,0.4215
2006-04-12,NVDA,0.0,0.167,0.9508962230850687,-0.10269999999999999
2006-05-31,NVDA,0.0,0.132,0.868,-0.1326
2006-06-27,NVDA,0.275,0.0,0.7250000000000001,0.22470000000000004
2006-08-16,NVDA,0.0,0.194,0.806,-0.3412
2006-08-29,NVDA,0.185,0.0,0.815,0.3612
2006-09-19,NVDA,0.0,0.359,0.641,-0.4215
2006-11-13,NVDA,0.272,0.164,0.564,0.2732
2006-12-13,NVDA,0.0,0.237,0.763,-0.4215
2006-12-28,NVDA,0.0,0.316,0.684,-0.4019
2007-02-06,NVDA,0.0,0.286,0.714,-0.5574
2007-02-12,NVDA,0.274,0.0,0.9270271460014674,0.5267
2007-03-01,NVDA,0.22400000000000003,0.0,0.776,0.3818
2007-04-09,NVDA,0.265,0.327,0.408,0.0258
2007-04-10,NVDA,0.0,0.452,0.8399896640826874,-0.3182
2007-04-20,NVDA,0.597,0.0,0.403,0.836
2007-06-19,NVDA,0.139,0.287,0.574,-0.4215
2007-06-26,NVDA,0.164,0.0,0.836,0.2411
2007-06-28,NVDA,0.333,0.296,0.37,0.10269999999999999
2007-08-07,NVDA,0.0,0.22,0.78,-0.3089
2007-09-13,NVDA,0.375,0.0,0.625,0.5574
2007-10-05,NVDA,0.469,0.0,0.531,0.6486
2007-10-11,NVDA,0.474,0.0,0.526,0.3818
2007-10-29,NVDA,0.0,0.167,0.833,-0.1531
2007-11-26,NVDA,0.0,0.231,0.769,-0.128
2008-02-11,NVDA,0.542,0.0,0.458,0.8074
2008-03-31,NVDA,0.0,0.268,0.732,-0.5106
2008-05-19,NVDA,0.556,0.0,0.444,0.3612
2008-05-23,NVDA,0.0,0.119,0.881,-0.1901
2008-06-03,NVDA,0.0,0.292,0.708,-0.5106
2008-06-12,NVDA,0.246,0.183,0.571,0.0258
2008-06-23,NVDA,0.0,0.425,0.575,-0.5719
2008-07-07,NVDA,0.37099999999999994,0.0,0.629,0.7578999999999999
2008-07-16,NVDA,0.157,0.181,0.663,-0.10269999999999999
2008-07-21,NVDA,0.184,0.0,0.816,0.4019
2008-08-13,NVDA,0.181,0.082,0.737,0.3612
