Date,Ticker,Weighted compound sentiment score
2011-05-02,AMZN,-0.0513
2011-05-12,AMZN,-0.0516
2011-05-23,AMZN,0.3612
2011-06-20,AMZN,0.4939
2011-06-27,AMZN,0.8318307413625519
2011-07-13,AMZN,0.8225
2011-07-20,AMZN,0.4215
2011-07-25,AMZN,-0.3818
2011-07-26,AMZN,0.4768992345413228
2011-07-27,AMZN,0.5716364917704829
2011-08-01,AMZN,0.4003
2011-08-23,AMZN,0.024
2011-08-31,AMZN,0.4215
2011-09-15,AMZN,0.8658000000000001
2011-09-27,AMZN,0.5423
2011-09-28,AMZN,0.6780795144909586
2011-10-19,AMZN,0.4451
2011-10-25,AMZN,0.7331714371617559
2011-10-26,AMZN,-0.3347
2011-11-03,AMZN,0.3255
2011-11-14,AMZN,0.8225
2011-11-18,AMZN,-0.9199
2011-11-28,AMZN,0.762
2011-12-01,AMZN,0.4404
2011-12-12,AMZN,-0.34
2011-12-21,AMZN,0.0
2011-12-29,AMZN,0.9144
2012-01-17,AMZN,0.9485
2012-01-18,AMZN,0.2006
2012-01-31,AMZN,0.18081787506148547
2012-02-01,AMZN,-0.61410738527923
2012-02-14,AMZN,0.296
2012-03-20,AMZN,0.8215
2012-03-29,AMZN,0.4118
2012-04-02,AMZN,0.4854
2012-04-04,AMZN,-0.7351000000000001
2012-04-10,AMZN,0.8591
2012-04-26,AMZN,0.7429196093450785
2012-04-27,AMZN,0.2341999999999999
2012-05-02,AMZN,0.7844999999999999
2012-05-15,AMZN,0.6705
2012-05-29,AMZN,0.743
2012-06-13,AMZN,0.022300000000000007
2012-07-25,AMZN,0.7938616987321571
2012-07-26,AMZN,0.482866370945384
2012-07-27,AMZN,0.3056000000000001
2012-08-24,AMZN,0.8442
2012-10-18,AMZN,-0.5267
2012-10-24,AMZN,0.3058
2012-10-25,AMZN,0.6492878613192786
2012-10-26,AMZN,0.113
2012-11-02,AMZN,0.6932
2012-11-07,AMZN,0.3391
2012-11-26,AMZN,0.7579
2012-11-28,AMZN,0.41139999999999993
2013-01-07,AMZN,0.6504
2013-01-25,AMZN,0.8981
2013-01-29,AMZN,0.696528551034975
2013-01-30,AMZN,0.8503
2013-02-13,AMZN,0.685399807441456
2013-02-14,AMZN,0.7317999999999999
2013-03-12,AMZN,0.7092
2013-04-18,AMZN,-0.0729
2013-04-25,AMZN,0.4857925057089475
2013-04-26,AMZN,0.885
2013-05-07,AMZN,0.42558897243107763
2013-05-28,AMZN,0.8779
2013-10-24,AMZN,-0.2314
2013-10-25,AMZN,0.6184
2013-10-28,AMZN,0.1779
2013-11-06,AMZN,-0.4767
2013-11-13,AMZN,0.1779
2013-11-14,AMZN,-0.7003
2013-12-13,AMZN,0.6124
2014-01-06,AMZN,0.296
2014-01-30,AMZN,0.549
2014-01-31,AMZN,0.128
2014-02-03,AMZN,-0.3612
2014-02-12,AMZN,0.25
2014-03-13,AMZN,0.34
2014-03-18,AMZN,0.4588
2014-04-02,AMZN,0.4404
2014-04-24,AMZN,0.7282282066334017
2014-05-06,AMZN,0.128
2014-05-07,AMZN,-0.7096
2014-05-20,AMZN,0.0516
2014-06-05,AMZN,0.22629999999999997
2014-06-10,AMZN,-0.2023
2014-06-18,AMZN,0.1779
2014-07-08,AMZN,-0.3662
2014-07-10,AMZN,0.3597
2014-07-24,AMZN,0.10679999999999999
2014-07-25,AMZN,-0.6435
2014-07-30,AMZN,-0.2033
2014-08-05,AMZN,0.4588
2014-09-10,AMZN,0.36029999999999995
2014-09-30,AMZN,0.296
2014-10-23,AMZN,0.7
2014-11-05,AMZN,0.0
2014-11-06,AMZN,0.6249
2014-11-14,AMZN,0.0516
2015-01-13,AMZN,0.1779
2015-01-21,AMZN,0.5859
2015-01-22,AMZN,0.7355
2015-01-29,AMZN,0.4314045239121069
2015-01-30,AMZN,0.7222
2015-02-11,AMZN,0.2732
2015-03-30,AMZN,0.6794
2015-04-23,AMZN,0.14872644994458808
2015-04-24,AMZN,0.8522
2015-05-06,AMZN,0.0
2015-05-07,AMZN,0.1324
2015-05-21,AMZN,0.1779
2015-07-16,AMZN,0.1779
2015-07-23,AMZN,0.5630140080587818
2015-07-24,AMZN,0.88
2015-07-29,AMZN,0.0
2015-07-30,AMZN,0.3818
2015-08-26,AMZN,-0.2988
2015-08-27,AMZN,0.5927
2015-08-28,AMZN,0.0
2015-10-22,AMZN,0.651444206830514
2015-10-26,AMZN,0.0258
2015-11-04,AMZN,0.7964
2015-12-08,AMZN,0.5423
2015-12-10,AMZN,0.5719
2015-12-11,AMZN,0.2612
2015-12-22,AMZN,0.0
2016-01-20,AMZN,-0.2732
2016-01-28,AMZN,0.8619999999999999
2016-01-29,AMZN,0.4633
2016-02-01,AMZN,0.5106
2016-02-10,AMZN,0.0
2016-02-29,AMZN,0.7578999999999999
2016-03-07,AMZN,0.5256
2016-03-08,AMZN,0.0
2016-03-11,AMZN,0.7351000000000001
2016-03-17,AMZN,0.1779
2016-04-27,AMZN,0.9288
2016-04-28,AMZN,0.498962003716844
2016-05-03,AMZN,-0.3191
2016-05-04,AMZN,0.0
2016-05-10,AMZN,-0.25
2016-06-01,AMZN,0.3818
2016-06-06,AMZN,0.5859
2016-06-15,AMZN,-0.296
2016-07-13,AMZN,0.1779
2016-07-25,AMZN,0.0
2016-07-26,AMZN,-0.5267
2016-07-27,AMZN,0.0
2016-07-28,AMZN,0.4903360849056604
2016-07-29,AMZN,0.0
2016-08-01,AMZN,-0.3612
2016-08-22,AMZN,0.0
2016-08-25,AMZN,0.1779
2016-09-16,AMZN,0.0
2016-09-21,AMZN,0.5267
2016-09-27,AMZN,0.0
2016-09-30,AMZN,0.8658000000000001
2016-10-05,AMZN,-0.3612
2016-10-20,AMZN,0.22629999999999997
2016-10-24,AMZN,0.0258
2016-10-27,AMZN,0.654
2016-10-28,AMZN,-0.3087
2016-11-02,AMZN,0.0
2016-11-03,AMZN,0.2023
2016-11-04,AMZN,0.296
2016-11-09,AMZN,0.1779
2016-11-10,AMZN,0.8124
2017-01-27,AMZN,-0.296
2017-02-01,AMZN,0.0
2017-02-02,AMZN,0.2612
2017-02-03,AMZN,0.4839802636835797
2017-02-09,AMZN,0.1071
2017-03-27,AMZN,0.0
2017-04-04,AMZN,0.0
2017-04-05,AMZN,0.802
2017-04-10,AMZN,0.14742551940415524
2017-04-27,AMZN,0.4235082945285215
2017-05-10,AMZN,0.0
2017-05-12,AMZN,0.6155
2017-05-17,AMZN,0.1779
2017-06-12,AMZN,-0.10269999999999999
2017-06-16,AMZN,0.2702269561961812
2017-06-19,AMZN,0.22629999999999997
2017-06-29,AMZN,0.25
2017-07-11,AMZN,0.7578999999999999
2017-07-17,AMZN,-0.039700000000000034
2017-07-26,AMZN,-0.1217
2017-07-27,AMZN,0.3367
2017-08-14,AMZN,0.6577980509745127
2017-08-23,AMZN,0.5423
2017-08-28,AMZN,0.3612
2017-09-06,AMZN,0.4215
2017-09-11,AMZN,0.4588
2017-09-20,AMZN,0.5719
2017-09-25,AMZN,0.0752
2017-09-27,AMZN,0.5994
2017-10-05,AMZN,0.6124
2017-10-06,AMZN,0.1779
2017-10-19,AMZN,0.0
2017-10-24,AMZN,0.1779
2017-10-26,AMZN,0.1779
2017-10-27,AMZN,-0.2023
2017-10-30,AMZN,0.34
2017-11-07,AMZN,-0.3612
2017-11-09,AMZN,0.1779
2017-11-10,AMZN,-0.3453
2017-11-13,AMZN,0.1503766928011404
2017-11-14,AMZN,0.1779
2017-11-15,AMZN,0.5267
2017-11-20,AMZN,0.5267
2017-11-21,AMZN,0.296
2017-11-22,AMZN,0.4019
2017-11-28,AMZN,0.1779
2017-11-29,AMZN,0.3492003003003003
2017-11-30,AMZN,0.1779
2017-12-01,AMZN,0.0516
2017-12-04,AMZN,0.1779
2017-12-06,AMZN,0.1779
2017-12-18,AMZN,0.4019
2017-12-26,AMZN,0.14742551940415524
2018-01-02,AMZN,0.22002432811404535
2018-01-04,AMZN,0.7717
2018-01-05,AMZN,0.4522878367120245
2018-01-09,AMZN,0.1779
2018-01-12,AMZN,0.1779
2018-01-16,AMZN,0.3361088386938374
2018-01-18,AMZN,0.5429685206422019
2018-01-19,AMZN,0.7184
2018-01-25,AMZN,0.1779
2018-01-26,AMZN,0.1779
2018-01-29,AMZN,0.09
2018-02-01,AMZN,0.5363220284872298
2018-02-05,AMZN,0.0
2018-02-09,AMZN,0.5366838733431518
2018-02-12,AMZN,0.0752
2018-02-13,AMZN,0.34
2018-02-14,AMZN,0.4019
2018-02-15,AMZN,0.34
2018-02-20,AMZN,0.5859
2018-02-21,AMZN,0.3247938825249817
2018-02-26,AMZN,0.1779
2018-03-02,AMZN,0.1779
2018-03-06,AMZN,0.1779
2018-03-08,AMZN,0.128
2018-03-09,AMZN,0.1779
2018-03-12,AMZN,0.5267
2018-03-13,AMZN,0.1908829563387691
2018-03-15,AMZN,0.1779
2018-03-19,AMZN,0.6908
2018-03-20,AMZN,0.5057595911004209
2018-03-22,AMZN,0.1779
2018-03-23,AMZN,-0.10269999999999999
2018-03-26,AMZN,0.1779
2018-03-27,AMZN,0.1779
2018-03-28,AMZN,-0.572533541273756
2018-03-29,AMZN,0.30999494403705136
2018-04-02,AMZN,0.1779
2018-04-03,AMZN,-0.04356292846979693
2018-04-04,AMZN,0.4767
2018-04-05,AMZN,0.6369
2018-04-06,AMZN,0.4210195522657519
2018-04-09,AMZN,0.3612
2018-04-11,AMZN,0.3612
2018-04-12,AMZN,0.5267
2018-04-13,AMZN,0.5106
2018-04-17,AMZN,0.5423
2018-04-23,AMZN,0.1779
2018-04-24,AMZN,0.1779
2018-04-25,AMZN,0.33130000000000004
2018-04-26,AMZN,0.565274658890845
2018-04-27,AMZN,0.3453
2018-05-01,AMZN,0.5859
2018-05-02,AMZN,0.25
2018-05-07,AMZN,0.1779
2018-05-14,AMZN,0.1779
2018-05-15,AMZN,0.4522878367120245
2018-05-18,AMZN,-0.0258
2018-05-22,AMZN,0.0
2018-06-04,AMZN,0.1779
2018-06-05,AMZN,-0.5719
2018-06-06,AMZN,-0.1531
2018-06-21,AMZN,0.1779
2018-06-25,AMZN,0.1779
2018-06-26,AMZN,0.6705
