date,ticker,weighted compound sentiment score
2011-06-07,AAPL,-0.7003
2011-06-14,AAPL,0.296
2011-06-20,AAPL,-0.128
2011-07-07,AAPL,0.5028
2011-07-13,AAPL,0.9217
2011-07-19,AAPL,0.4588
2011-07-20,AAPL,-0.2869
2011-08-01,AAPL,0.4267
2011-08-09,AAPL,0.36978023288838396
2011-08-24,AAPL,0.7302999999999998
2011-08-25,AAPL,-0.06154589703419591
2011-08-26,AAPL,-0.5449
2011-09-19,AAPL,0.3726
2011-09-26,AAPL,-0.39265780837972464
2011-10-04,AAPL,0.3014495451519858
2011-10-05,AAPL,-0.25
2011-10-10,AAPL,0.0
2011-10-13,AAPL,-0.5267
2011-10-14,AAPL,0.3625999999999999
2011-10-18,AAPL,0.40991128022759604
2011-10-19,AAPL,-0.2813
2011-10-21,AAPL,0.8501
2011-10-31,AAPL,0.6369
2011-11-10,AAPL,-0.2344863825536874
2011-11-14,AAPL,-0.8059
2011-12-13,AAPL,0.6597
2011-12-20,AAPL,-0.7578999999999999
2011-12-23,AAPL,-0.0644
2012-01-24,AAPL,0.0504
2012-01-25,AAPL,0.46445443668993025
2012-01-27,AAPL,0.621
2012-01-30,AAPL,0.1753
2012-02-06,AAPL,-0.4071
2012-02-09,AAPL,-0.25
2012-02-13,AAPL,0.6369
2012-02-15,AAPL,0.6162748815688002
2012-02-29,AAPL,0.8014
2012-03-07,AAPL,0.3498
2012-03-13,AAPL,0.128
2012-03-14,AAPL,0.7003
2012-03-19,AAPL,0.7907829570520306
2012-03-23,AAPL,0.296
2012-03-26,AAPL,0.10269999999999999
2012-03-30,AAPL,0.2732
2012-04-02,AAPL,0.9166
2012-04-03,AAPL,0.5267563731170335
2012-04-13,AAPL,-0.8846
2012-04-16,AAPL,0.1048
2012-04-19,AAPL,0.1779
2012-04-24,AAPL,0.5058230012707884
2012-04-26,AAPL,0.2439
2012-05-17,AAPL,0.802
2012-05-21,AAPL,0.25
2012-06-11,AAPL,0.6705
2012-07-24,AAPL,0.0961
